"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","CDH6","1.235","5.529","False"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","GPL10332","BCL6","2.560","5.529","False"
"T47D","5d","","GSE54329","MicroArray","HG-U219","SERPINA1","1.300","5.529","True"
"T Cd4","3d","","GSE65621","RNASeq","","METRNL","1.062","5.529","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","GADD45G","1.707","5.529","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","DUSP2","-1.938","-5.528","True"
"T Cd4","3d","","GSE65621","RNASeq","","HDC","1.062","5.528","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","SHCBP1","-1.998","-5.528","True"
"Dendritic","12h","","GSE45466","MicroArray","GPL10558","TOR3A","-0.454","-5.528","False"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","FTL","-0.782","-5.527","False"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","MGP","-1.235","-5.527","False"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","","CHAC2","0.311","5.526","False"
"Bt483","4d","","GSE54329","MicroArray","HG-U219","OPN3","3.031","5.525","False"
"Macrophage","","","GSE8515","MicroArray","HG-U133A","CSF2RB","0.761","5.524","True"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","GPL10332","PARP9","2.939","5.522","False"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","KISS1","-1.234","-5.522","False"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","GPL10332","NAT16","1.868","5.521","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS9","-0.785","-5.519","False"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","GPL6104","PRDX1","-0.753","-5.518","False"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","GPL10332","PCMTD1","-1.867","-5.517","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","IL1R2","1.515","5.516","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","LYZ","-0.780","-5.511","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","KRTAP19-1","1.513","5.509","True"
"Bt474","6d","","GSE54329","MicroArray","HG-U219","ACTN4","-1.048","-5.507","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","","CCL24","3.505","5.505","False"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","ADH1A","1.139","5.503","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","RPS29","-7.365","-5.503","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","MYL12B","-7.361","-5.500","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","MGST2","1.022","5.498","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","PIMREG","-1.986","-5.496","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","DDX60","1.509","5.496","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","ISG15","1.509","5.495","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS6","-0.750","-5.495","False"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","CSDE1","-7.350","-5.492","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","HG-U219","CEBPD","1.108","5.491","True"
"T Cd4","3d","","GSE65621","RNASeq","","AIM2","1.054","5.490","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","HG-U219","LCN2","1.055","5.482","False"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","PSMB4","-7.334","-5.480","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","GPL6104","SRXN1","0.780","5.479","False"
"Bt483","4d","","GSE54329","MicroArray","HG-U219","PYGL","3.006","5.478","False"
"T47D","6d","","GSE54329","MicroArray","HG-U219","HGD","0.882","5.477","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","TRIB3","-1.504","-5.475","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","HG-U133A","TCIM","-1.042","-5.475","False"
"Efm19","4d","","GSE54329","MicroArray","HG-U219","SUSD3","0.768","5.474","True"
"Myeloma.Cma03","","","GSE39685","MicroArray","HuGene-1_0-st-v1","AIM2","1.230","5.473","False"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","GPL10332","EFR3B","-1.852","-5.472","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","ACTL7A","1.017","5.470","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","APOL3","1.688","5.469","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","RGS2","-1.131","-5.468","True"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","HG-U133A","MT1G","1.050","5.467","False"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","NFKBIZ","1.131","5.467","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","HMMR","-1.688","-5.466","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","LIFR","-1.389","-5.464","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","HG-U219","MT1X","1.671","5.463","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","GADD45G","0.929","5.463","True"
"Macrophage","","","GSE123603","RNASeq","","GPD1","-0.918","-5.461","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","PTX3","2.528","5.461","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","PSMD6","-7.307","-5.459","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","SOD2","1.129","5.458","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","CENPK","-1.972","-5.456","True"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","HG-U133A","ZC3H4","-1.047","-5.456","False"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","TMSB10","-0.772","-5.454","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","UBE2L6","1.684","5.453","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","HG-U133A","PLOD2","-1.038","-5.453","False"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","GPL10332","CD180","2.902","5.453","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","BHLHE40","1.147","5.452","True"
"Bt474","4d","","GSE54329","MicroArray","HG-U219","RASD1","0.935","5.451","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","CYP1B1","-7.294","-5.450","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","SULT1C4","-1.386","-5.449","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","HG-U219","KRT20","-1.048","-5.448","False"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","CLDN1","-1.702","-5.448","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","CH25H","2.522","5.447","True"
"T47D","5d","","GSE54329","MicroArray","HG-U219","IFI35","1.280","5.443","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","LIPG","-1.206","-5.443","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","MUCL1","1.681","5.443","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","ADH6","-1.205","-5.443","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","TYMS","-1.680","-5.442","True"
"Hcc1428","4d","","GSE54329","MicroArray","HG-U219","TTK","0.902","5.442","True"
"T47D","5d","","GSE54329","MicroArray","HG-U219","TFF1","-1.279","-5.442","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS24","-0.774","-5.442","False"
"Macrophage","","","GSE123603","RNASeq","","IL7R","0.915","5.441","True"
"T Cd4","3d","","GSE65621","RNASeq","","FURIN","1.044","5.438","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","RPL11","-0.770","-5.438","False"
"Myeloma.Cma03","","","GSE39685","MicroArray","HuGene-1_0-st-v1","LRRC25","1.222","5.438","False"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","FAAH2","1.249","5.437","True"
"Bt483","4d","","GSE54329","MicroArray","HG-U219","WDR54","2.983","5.437","False"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","AOX1","0.750","5.436","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","GPL10332","ADAMTS1","1.839","5.435","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","MYL12A","-7.273","-5.434","True"
"Bt474","6d","","GSE54329","MicroArray","HG-U219","PKM","-1.033","-5.433","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","LYZ","1.124","5.432","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","NPM1","-7.269","-5.431","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","CXCL1","2.514","5.429","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","HAL","-1.202","-5.429","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","LRP8","1.621","5.427","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","APCDD1","1.212","5.425","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","MED16","1.008","5.423","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","IL13RA2","1.489","5.422","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","ABCD2","-1.379","-5.421","True"
"Bt474","6d","","GSE54329","MicroArray","HG-U219","CEBPD","1.031","5.420","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","NOXO1","-1.007","-5.419","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","PCLAF","-1.959","-5.419","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","APCDD1","-0.748","-5.418","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS28","-0.767","-5.418","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","UBE2C","-1.673","-5.417","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","CDKN3","-1.958","-5.417","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","TMC5","1.693","5.417","True"
"Bt483","4d","","GSE54329","MicroArray","HG-U219","SULF2","2.972","5.417","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","TNFAIP2","1.007","5.417","False"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","","JUNB","-3.448","-5.415","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","NRM","-1.957","-5.415","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","BLM","-1.957","-5.415","True"
"T Cd4","3d","","GSE65621","RNASeq","","SOCS3","1.040","5.414","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","SLC5A8","-1.377","-5.413","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","NPAS1","-1.209","-5.412","False"
"Mda-Mb415","4d","","GSE54329","MicroArray","HG-U219","UBE2L6","1.041","5.409","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","CPLX1","-1.138","-5.409","True"
"Efm19","4d","","GSE54329","MicroArray","HG-U219","CEP63","0.759","5.409","True"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","HG-U219","NUSAP1","-0.921","-5.408","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","BPIFA4P","-1.954","-5.407","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","SERPINB3","2.503","5.407","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","PYGL","1.242","5.407","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","COX6B1","-7.235","-5.406","True"
"Macrophage","","","GSE8515","MicroArray","HG-U133A","FEM1B","-0.745","-5.406","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","CBX7","1.005","5.405","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","AURKA","-1.894","-5.402","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","S100A4","-1.614","-5.402","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","SQOR","1.196","5.402","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","TRIM31","1.374","5.401","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","TSTD1","1.206","5.400","False"
"T Cd4","3d","","GSE65621","RNASeq","","ZBED2","1.037","5.400","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","IMPA2","1.613","5.400","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","RPS5","-7.226","-5.399","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","NEK2","-1.667","-5.398","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","GPL10332","PARP9","2.499","5.398","False"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","GPL10332","BCL6","2.873","5.398","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","PBK","-1.666","-5.397","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","","INE1","-0.304","-5.396","False"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","TNNI2","1.240","5.396","True"
"T Cd4","3d","","GSE65621","RNASeq","","DDIT4","1.035","5.390","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","CCL2","1.664","5.390","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","DEPDC1","-1.684","-5.389","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","AQP3","0.743","5.388","True"
"T Cd4","3d","","GSE65621","RNASeq","","CYP1B1","-1.035","-5.388","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","DHRS3","1.133","5.387","True"
"T47D","5d","","GSE54329","MicroArray","HG-U219","S100A11","1.266","5.386","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","ZFAS1","-7.208","-5.386","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","RNF128","1.479","5.385","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","CDH10","1.203","5.385","False"
"Mcf7","5d","","GSE54329","MicroArray","HG-U219","LY6G5C","0.908","5.384","True"
"Zr751","4d","","GSE54329","MicroArray","HG-U219","PTAFR","0.920","5.384","True"
"Ovarian Cancer","","","GSE20272","MicroArray","HG-U133_Plus_2","EIF3I","-1.001","-5.383","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","TSLP","0.743","5.383","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","TCF19","-1.661","-5.381","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","STAT3","1.236","5.379","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","IL13RA2","-1.202","-5.379","False"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","","TNFAIP8L2","3.425","5.379","False"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","PIMREG","-1.681","-5.379","True"
"Hepg2","1h","20ng/mL","GSE14632","MicroArray","GPL6104","NACC2","0.494","5.378","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","CEMIP2","1.235","5.378","True"
"T47D","5d","","GSE54329","MicroArray","HG-U219","SPINK13","-1.264","-5.377","True"
"Efm19","6d","","GSE54329","MicroArray","HG-U219","RHOBTB1","0.843","5.377","True"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","HG-U219","TNNC1","-0.916","-5.376","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","DUSP5","0.914","5.375","True"
"Zr751","4d","","GSE54329","MicroArray","HG-U219","HILPDA","0.919","5.374","True"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","HG-U133A","PLOD2","-1.032","-5.374","False"
"T47D","6d","","GSE54329","MicroArray","HG-U219","MRPS18C","-0.865","-5.372","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","PITX1","0.999","5.372","False"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","CYBA","-7.188","-5.371","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","HG-U219","MT1M","1.033","5.370","False"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","SLC38A3","-1.189","-5.369","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","PITPNC1","1.882","5.368","True"
"T47D","5d","","GSE54329","MicroArray","HG-U219","IRS1","-1.262","-5.368","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","HG-U219","SYDE2","-0.973","-5.366","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","PARP14","1.110","5.366","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","GPL6104","RPL11","-0.763","-5.365","False"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","COLGALT2","1.188","5.363","True"
"Efm19","6d","","GSE54329","MicroArray","HG-U219","IFITM2","0.841","5.363","True"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","HG-U219","DNM1","-0.913","-5.362","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","C2CD4A","0.912","5.360","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","CYGB","-1.198","-5.360","False"
"Bt474","4d","","GSE54329","MicroArray","HG-U219","DUSP5","0.919","5.359","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","TIAM1","-0.996","-5.356","False"
"Bt474","4d","","GSE54329","MicroArray","HG-U219","IGFBP5","-0.919","-5.355","True"
"Macrophage","","","GSE123603","RNASeq","","JCHAIN","0.900","5.354","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","HG-U219","PSMB10","1.637","5.353","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","ICAM1","1.361","5.351","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","","ID1","-3.407","-5.351","False"
"T Cd4","3d","","GSE65621","RNASeq","","TNFSF13B","-1.028","-5.351","True"
"Bt483","4d","","GSE54329","MicroArray","HG-U219","DDIT3","-2.935","-5.349","False"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","HG-U219","TUBB3","0.969","5.346","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","PARP9","1.124","5.344","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","FAP","1.467","5.343","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","SPRY2","-1.359","-5.343","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","ATP6V0A4","0.909","5.343","True"
"Efm19","4d","","GSE54329","MicroArray","HG-U219","SERPINA3","0.750","5.342","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","TMEM45A","1.227","5.341","True"
"Mcf7","6d","","GSE54329","MicroArray","HG-U219","S100A8","0.889","5.338","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","ADH4","-1.182","-5.337","True"
"T47D","5d","","GSE54329","MicroArray","HG-U219","ICAM1","1.255","5.337","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","SDR16C5","1.871","5.337","True"
"T Cd4","3d","","GSE65621","RNASeq","","CCNI2","-1.025","-5.336","True"
"T Cd4","3d","","GSE65621","RNASeq","","LGALS1","1.025","5.336","True"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","EIF1","-7.140","-5.335","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","CENPK","-1.667","-5.335","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","DENND2A","-0.452","-5.334","True"
"T Cd4","3d","","GSE65621","RNASeq","","MAPK11","1.024","5.334","True"
"Myeloma.Cma03","","","GSE39685","MicroArray","HuGene-1_0-st-v1","SNORA68","1.199","5.333","False"
"Efm19","4d","","GSE54329","MicroArray","HG-U219","CEBPD","0.748","5.333","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","MX1","1.464","5.333","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","KMO","1.592","5.330","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","GPL6104","COX4I1","-0.727","-5.330","False"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","CD24","-7.132","-5.329","True"
"Efm19","6d","","GSE54329","MicroArray","HG-U219","TPRG1","0.835","5.328","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","KLK8","1.926","5.328","True"
"Zr751","6d","","GSE54329","MicroArray","HG-U219","C3","3.453","5.328","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","SLC14A1","1.190","5.327","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","CXCL17","1.867","5.326","True"
"Bt474","4d","","GSE54329","MicroArray","HG-U219","AJUBA","0.913","5.325","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","SPINK13","-1.664","-5.324","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","RRAD","2.465","5.324","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","NELL2","-1.643","-5.322","True"
"T47D","4d","","GSE54329","MicroArray","HG-U219","SPINK4","-1.703","-5.321","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","RARRES1","1.923","5.321","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","COX5B","-0.753","-5.320","False"
"T47D","6d","","GSE54329","MicroArray","HG-U219","SERPINI1","-0.856","-5.319","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","HG-U219","DTX3L","1.627","5.317","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","PLAAT3","1.118","5.316","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","MELK","-1.863","-5.315","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","SLC7A2","1.587","5.313","True"
"T Cd4","3d","","GSE65621","RNASeq","","ATM","-1.020","-5.312","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","CPB2","-1.176","-5.311","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","","PAQR8","3.382","5.311","False"
